Transaction_ID,Customer_ID,Account_Type,Total_Balance,Transaction_Amount,Investment_Amount,Investment_Type,Transaction_Date
305754,209996,Business,27914,3201,12662,Mutual Fund,21-10-2022
305755,200887,Current,3693,1943,29378,Fixed Deposit,08-01-2025
305756,205769,Savings,31296,921,47172,Recurring Deposit,21-09-2022
305757,206049,Current,4038,1687,48425,Fixed Deposit,12-03-2023
305758,200939,Savings,22246,1293,41462,Fixed Deposit,12-02-2024
305759,203492,Savings,30405,3942,43594,Recurring Deposit,11-03-2025
305760,202151,Savings,18787,2498,22257,Mutual Fund,27-11-2022
305761,208247,Business,47061,627,22657,Fixed Deposit,23-08-2022
305762,209210,Current,32554,1840,46473,Recurring Deposit,17-02-2023
305763,209522,Business,70713,2218,27119,Fixed Deposit,18-05-2024
305764,208687,Business,5084,3781,2721,Fixed Deposit,03-12-2023
305765,201164,Current,50783,3725,14376,Recurring Deposit,28-08-2023
305766,204129,Savings,24888,2094,29927,Recurring Deposit,23-07-2024
305767,205475,Current,1781,391.3603052,29814,Mutual Fund,29-10-2024
305768,208244,Business,34551,1859,29867,Recurring Deposit,07-03-2025
305769,203074,Current,90370,3280,16340,Recurring Deposit,16-02-2025
305770,200329,Savings,47826,3671,16913,Recurring Deposit,09-06-2022
305771,207786,Business,75148,1412,16489,Mutual Fund,25-11-2022
305772,201669,Current,40904,2494,43285,Mutual Fund,15-11-2023
305773,208340,Savings,94244,3018,17744,Mutual Fund,02-12-2024
305774,203577,Business,54109,1866,6368,Mutual Fund,29-03-2022
305775,208324,Business,53627,3169,35899,Mutual Fund,09-08-2022
305776,202306,Savings,5888,1678,28312,Fixed Deposit,01-11-2022
305777,201299,Current,32921,2578,24972,Mutual Fund,22-03-2024
305778,207228,Savings,7713,439,13097,Recurring Deposit,08-10-2024
305779,207074,Business,93580,4235,27392,Recurring Deposit,26-01-2024
305780,206290,Savings,56428,2587,39758,Recurring Deposit,04-08-2022
305781,204937,Business,24349,3659,44477,Mutual Fund,28-06-2022
305782,200824,Savings,18672,3484,47933,Recurring Deposit,03-05-2023
305783,205785,Current,62261,4868,15539,Mutual Fund,28-02-2023
305784,205957,Savings,8456,2335,4821,Recurring Deposit,18-10-2023
305785,204591,Business,99268,3244,33678,Fixed Deposit,23-07-2022
305786,206766,Current,75821,3402,23509,Mutual Fund,22-10-2024
305787,204697,Business,88546,133,2163,Recurring Deposit,18-05-2022
305788,208065,Current,24608,3655,31383,Recurring Deposit,08-11-2023
305789,207728,Business,58881,3759,43605,Recurring Deposit,03-12-2023
305790,201439,Business,81550,3527,34662,Recurring Deposit,29-10-2024
305791,203987,Business,59862,3766,38876,Fixed Deposit,03-01-2025
305792,208956,Current,44439,1354,34595,Fixed Deposit,07-06-2024
305793,205213,Business,16554,1784,7111,Mutual Fund,09-06-2023
305794,202724,Savings,36887,2895,44363,Fixed Deposit,04-10-2024
305795,207788,Business,1173,337.8716479,17013,Mutual Fund,18-06-2022
305796,203987,Business,93511,734,29825,Mutual Fund,18-12-2022
305797,200571,Current,82867,1595,5315,Fixed Deposit,09-12-2024
305798,209808,Business,50549,2291,46056,Mutual Fund,26-04-2024
305799,204649,Business,50916,309,22641,Mutual Fund,31-01-2024
305800,201686,Business,68843,3503,43198,Fixed Deposit,06-04-2022
305801,208616,Business,35558,1374,46006,Fixed Deposit,28-01-2023
305802,202632,Business,61926,2389,40476,Recurring Deposit,04-01-2025
305803,202586,Savings,9565,2712,43364,Recurring Deposit,02-06-2024
305804,209808,Savings,51938,3002,22127,Recurring Deposit,08-06-2023
305805,209960,Current,40554,1299,2427,Fixed Deposit,17-01-2023
305806,202221,Current,83946,4488,27792,Mutual Fund,12-05-2022
305807,201648,Savings,67172,1168,14162,Fixed Deposit,07-10-2024
305808,200762,Current,30944,4910,38916,Mutual Fund,22-05-2024
305809,204042,Savings,36279,4838,31526,Mutual Fund,30-05-2024
305810,201192,Savings,42932,2537,15209,Mutual Fund,10-03-2025
305811,204680,Current,69754,3561,20495,Fixed Deposit,15-03-2023
305812,200781,Current,96525,3760,29587,Recurring Deposit,31-10-2024
305813,202026,Business,70256,2304,31847,Mutual Fund,09-12-2022
305814,202626,Savings,76885,2076,12698,Recurring Deposit,31-01-2025
305815,203993,Savings,98926,4974,8732,Recurring Deposit,16-05-2022
305816,206914,Savings,44620,3973,8491,Recurring Deposit,30-09-2023
305817,208621,Current,66139,4418,8948,Recurring Deposit,27-03-2023
305818,200952,Savings,90206,3919,17027,Recurring Deposit,01-01-2025
305819,207903,Savings,66589,2332.865456,5087,Mutual Fund,21-03-2022
305820,209389,Current,85507,2952,17679,Mutual Fund,20-11-2022
305821,207949,Savings,70057,4742,30924,Mutual Fund,02-08-2022
305822,202695,Savings,36071,4074,3510,Fixed Deposit,23-05-2023
305823,203511,Business,55427,3032,14117,Fixed Deposit,01-12-2023
305824,203969,Business,46080,3559,1288,Fixed Deposit,20-09-2023
305825,204467,Business,64741,3440,33436,Recurring Deposit,24-01-2025
305826,200286,Savings,31554,4211,15576,Mutual Fund,24-11-2023
305827,203162,Business,91830,4708,11443,Recurring Deposit,10-12-2023
305828,209424,Current,61080,1157,46853,Fixed Deposit,16-09-2024
305829,202594,Business,65431,4549,46675,Recurring Deposit,26-01-2023
305830,205693,Current,3427,3139,27586,Recurring Deposit,02-06-2024
305831,209133,Current,32970,242,43449,Recurring Deposit,13-04-2022
305832,206295,Current,99720,1076,27061,Fixed Deposit,18-03-2025
305833,204672,Savings,30163,436,15990,Recurring Deposit,05-07-2022
305834,209049,Current,89602,1926,42520,Mutual Fund,08-08-2022
305835,209778,Savings,3277,4138.281344,1214,Recurring Deposit,21-07-2024
305836,206763,Current,66403,2523,39370,Recurring Deposit,05-06-2023
305837,200855,Savings,60399,2120,42156,Fixed Deposit,05-08-2024
305838,205920,Current,48293,688,11176,Recurring Deposit,11-09-2024
305839,209407,Current,13659,1636,29889,Mutual Fund,12-09-2023
305840,207577,Savings,36749,660,19569,Mutual Fund,11-09-2023
305841,207524,Business,32602,1456,40502,Fixed Deposit,24-05-2023
305842,209894,Current,85995,443,20935,Fixed Deposit,07-03-2023
305843,206201,Current,75927,1479,34111,Recurring Deposit,17-10-2024
305844,204581,Business,85420,3048,24843,Recurring Deposit,17-01-2023
305845,201140,Current,45943,945,11575,Recurring Deposit,25-02-2024
305846,206385,Savings,89209,3753,20809,Recurring Deposit,08-12-2023
305847,207397,Savings,22752,3557,37711,Recurring Deposit,30-08-2024
305848,200842,Current,30612,4560,7521,Recurring Deposit,28-03-2022
305849,203836,Current,9977,1370,32117,Recurring Deposit,30-04-2023
305850,208904,Savings,79727,597,46585,Mutual Fund,17-12-2022
305851,208418,Business,61444,3015,16224,Mutual Fund,13-12-2023
305852,202616,Current,71804,3166,15955,Fixed Deposit,15-05-2024
305853,201605,Savings,63950,1720,28195,Fixed Deposit,02-09-2022
305854,203831,Business,48925,3252,11577,Fixed Deposit,04-08-2024
305855,202632,Current,59970,2747,5236,Recurring Deposit,11-07-2022
305856,208958,Current,23062,1221,12492,Mutual Fund,10-05-2024
305857,204871,Business,55083,2105,5354,Recurring Deposit,21-06-2023
305858,206746,Current,71347,778,34679,Recurring Deposit,31-08-2023
305859,206642,Current,10295,2618,49848,Mutual Fund,18-09-2022
305860,205591,Savings,20544,2414,35616,Recurring Deposit,26-05-2024
305861,208943,Business,9976,1859,13517,Fixed Deposit,25-04-2023
305862,208713,Current,81188,1490,18932,Recurring Deposit,03-07-2024
305863,205003,Savings,93339,1607,18968,Mutual Fund,30-08-2024
305864,207324,Current,13841,2726,49940,Fixed Deposit,13-04-2023
305865,209886,Savings,48982,3859,1359,Recurring Deposit,03-03-2025
305866,208453,Current,21018,3787,3695,Recurring Deposit,06-02-2024
305867,209990,Current,27349,3979,40762,Recurring Deposit,27-10-2023
305868,208692,Current,57724,1133.442382,1631,Fixed Deposit,11-08-2024
305869,208032,Current,12448,1283,46374,Fixed Deposit,10-04-2024
305870,207191,Current,22795,2377,26030,Fixed Deposit,02-04-2023
305871,208018,Business,15081,3785,41433,Recurring Deposit,30-08-2023
305872,200580,Business,12030,4693,15394,Mutual Fund,02-03-2024
305873,205269,Business,24015,3723,49204,Mutual Fund,11-02-2025
305874,201851,Savings,92834,2353,13092,Mutual Fund,05-03-2024
305875,205909,Business,49321,298,18328,Mutual Fund,17-09-2024
305876,202139,Current,36017,2469,20709,Recurring Deposit,02-05-2022
305877,202192,Current,43056,2507,9118,Fixed Deposit,07-04-2024
305878,205982,Business,36447,557,45088,Recurring Deposit,17-09-2022
305879,202222,Savings,30499,3658,20518,Fixed Deposit,25-04-2023
305880,203216,Current,12996,1001,2473,Recurring Deposit,03-07-2022
305881,204798,Savings,1387,3308,22034,Recurring Deposit,05-11-2023
305882,206278,Current,63996,4348,39040,Fixed Deposit,29-11-2024
305883,200540,Savings,59976,4505,32179,Fixed Deposit,26-02-2023
305884,204332,Savings,79814,3622,33514,Recurring Deposit,04-02-2025
305885,201735,Savings,70494,4647,16812,Fixed Deposit,14-03-2025
305886,203943,Current,32707,2415,49779,Fixed Deposit,13-03-2023
305887,207951,Current,45899,1001,19458,Recurring Deposit,24-07-2023
305888,209807,Business,80712,4397,18655,Mutual Fund,21-12-2023
305889,205706,Savings,16363,459,20394,Recurring Deposit,20-09-2023
305890,205818,Savings,19819,1236,43165,Recurring Deposit,31-05-2024
305891,205160,Current,58504,4097,16925,Recurring Deposit,30-06-2024
305892,209019,Savings,36469,607,32155,Recurring Deposit,05-04-2022
305893,206602,Savings,17879,3917,49756,Mutual Fund,13-03-2025
305894,209156,Current,69488,166,35572,Fixed Deposit,04-05-2023
305895,206121,Current,76965,4823,11514,Mutual Fund,10-04-2023
305896,207909,Current,34926,2727,14150,Fixed Deposit,10-06-2023
305897,204719,Current,46549,775,5723,Mutual Fund,12-08-2022
305898,205592,Current,25539,2428,2117,Recurring Deposit,30-11-2023
305899,202105,Current,34028,1131,30753,Mutual Fund,30-01-2025
305900,206828,Savings,71509,1404,14343,Mutual Fund,03-09-2023
305901,209738,Current,81908,3591,32593,Recurring Deposit,17-07-2022
305902,209783,Business,58078,1750,47640,Mutual Fund,29-07-2024
305903,207655,Savings,74977,4530,36429,Fixed Deposit,23-12-2022
305904,204044,Business,66419,4383,11084,Recurring Deposit,30-03-2024
305905,204275,Current,70236,1864,47733,Fixed Deposit,21-07-2023
305906,200027,Current,58434,658,34837,Fixed Deposit,21-09-2023
305907,209330,Savings,55534,3861,11843,Recurring Deposit,23-02-2023
305908,202947,Current,90748,949,12452,Fixed Deposit,28-08-2024
305909,207905,Savings,88889,2189,27131,Fixed Deposit,12-05-2023
305910,205874,Savings,19853,2325,39552,Recurring Deposit,29-12-2022
305911,202038,Current,33953,103,12722,Recurring Deposit,14-02-2025
305912,206963,Savings,49695,4505,2724,Mutual Fund,10-01-2023
305913,205896,Savings,45518,3788,36064,Recurring Deposit,04-05-2024
305914,201809,Savings,51388,1808,25534,Mutual Fund,25-01-2023
305915,208897,Current,42935,4994,15066,Recurring Deposit,20-03-2023
305916,201703,Savings,82266,2525,43734,Fixed Deposit,01-04-2023
305917,203093,Business,48551,1510,45080,Fixed Deposit,07-05-2023
305918,207268,Savings,93819,1042,41464,Recurring Deposit,05-02-2023
305919,203247,Savings,45849,2150,39898,Mutual Fund,12-03-2023
305920,200271,Current,86813,576,11180,Recurring Deposit,29-01-2023
305921,205168,Savings,5013,4254,23070,Mutual Fund,12-04-2023
305922,209569,Current,48086,408,5832,Recurring Deposit,05-11-2024
305923,206137,Savings,82959,1523,46005,Mutual Fund,25-09-2023
305924,207780,Business,85119,3350,46726,Recurring Deposit,18-11-2022
305925,206718,Current,31190,2301,48879,Fixed Deposit,02-09-2022
305926,209569,Business,29664,4873,3368,Mutual Fund,23-09-2022
305927,202892,Savings,27196,468,32748,Mutual Fund,20-07-2022
305928,201967,Business,6918,3239,27994,Fixed Deposit,02-02-2025
305929,209099,Savings,53730,3540,9678,Recurring Deposit,14-01-2025
305930,204814,Savings,67165,342,39020,Recurring Deposit,24-04-2024
305931,203805,Savings,21657,2424,23528,Recurring Deposit,29-10-2024
305932,209950,Savings,89845,780,14117,Recurring Deposit,31-03-2022
305933,206497,Savings,62458,3614,45041,Mutual Fund,09-07-2024
305934,201567,Savings,52820,2236,3021,Recurring Deposit,25-05-2022
305935,208555,Current,84680,2384,38709,Recurring Deposit,08-04-2024
305936,205782,Savings,99706,2459,23023,Fixed Deposit,18-10-2023
305937,204681,Savings,87532,289,31812,Fixed Deposit,09-11-2024
305938,205396,Savings,8649,828,19748,Mutual Fund,23-07-2023
305939,200202,Business,90363,114,3596,Mutual Fund,23-04-2024
305940,201931,Business,41064,3365,40966,Fixed Deposit,29-08-2024
305941,207088,Current,9821,865,47189,Recurring Deposit,21-05-2023
305942,208806,Business,59849,3928,29585,Mutual Fund,21-04-2024
305943,204270,Current,62877,4655,14463,Fixed Deposit,30-12-2022
305944,205372,Savings,90684,3338,12764,Fixed Deposit,23-05-2024
305945,203437,Savings,46372,931,13286,Fixed Deposit,30-05-2023
305946,201177,Current,29560,1369,7594,Mutual Fund,29-11-2023
305947,209511,Current,89188,3868,30151,Mutual Fund,01-03-2023
305948,207823,Current,87909,4178,1645,Recurring Deposit,01-09-2024
305949,202993,Savings,42035,2466,5038,Mutual Fund,06-10-2022
305950,209756,Business,47021,4281,18458,Fixed Deposit,13-06-2022
305951,202412,Savings,17230,314,19830,Recurring Deposit,14-06-2024
305952,209125,Current,78295,3474.368767,38805,Recurring Deposit,07-01-2024
305953,203772,Savings,83266,2991,36565,Mutual Fund,02-04-2024
305954,205795,Savings,6036,2845,12339,Mutual Fund,08-07-2024
305955,207508,Savings,19561,1649,9444,Mutual Fund,10-05-2022
305956,208457,Business,26237,3455,43705,Mutual Fund,09-05-2024
305957,206318,Business,59719,2408,38528,Recurring Deposit,11-09-2023
305958,207851,Savings,13085,4135,49037,Fixed Deposit,22-11-2023
305959,200507,Savings,2168,4251,16037,Recurring Deposit,19-02-2025
305960,201387,Current,67020,609,23081,Fixed Deposit,17-12-2022
305961,204029,Savings,24105,1118.793496,34108,Fixed Deposit,29-02-2024
305962,200250,Business,45276,3582,31624,Mutual Fund,23-09-2022
305963,202566,Business,26718,543,19365,Fixed Deposit,09-03-2025
305964,208677,Savings,50817,2770,22530,Recurring Deposit,03-06-2024
305965,200196,Business,96671,4158,19748,Mutual Fund,04-03-2024
305966,201298,Business,31368,2410,34911,Recurring Deposit,24-07-2023
305967,205485,Business,80360,3491,43986,Recurring Deposit,23-02-2025
305968,209879,Savings,69135,1491,33037,Mutual Fund,03-04-2022
305969,205205,Current,18578,4551,32568,Fixed Deposit,08-04-2022
305970,202196,Business,17683,4097,32815,Recurring Deposit,31-01-2025
305971,201361,Current,75941,576,33276,Fixed Deposit,11-02-2023
305972,202661,Savings,48395,4863,39678,Fixed Deposit,31-10-2023
305973,206692,Current,51103,2187,22817,Recurring Deposit,08-09-2024
305974,209264,Current,98190,2439.480204,11283,Fixed Deposit,24-08-2022
305975,201944,Current,6080,3128,8239,Mutual Fund,08-08-2023
305976,201062,Savings,96116,4550,23871,Recurring Deposit,03-10-2023
305977,201229,Savings,10853,4510,41456,Recurring Deposit,27-10-2024
305978,208417,Savings,57291,1911,31172,Fixed Deposit,28-04-2023
305979,202485,Savings,5875,4642,43954,Recurring Deposit,05-01-2023
305980,207262,Business,67068,2860,33812,Fixed Deposit,20-07-2024
305981,201456,Savings,35902,262,12171,Fixed Deposit,03-05-2023
305982,208193,Current,71412,4509,28463,Recurring Deposit,24-03-2023
305983,201534,Current,74490,3412,26795,Recurring Deposit,13-05-2023
305984,208494,Savings,99210,984,40725,Recurring Deposit,22-03-2024
305985,204582,Business,38421,2808,7448,Recurring Deposit,28-10-2024
305986,202658,Business,38487,1422,43113,Fixed Deposit,04-09-2023
305987,208581,Savings,63648,2363,32307,Fixed Deposit,10-10-2023
305988,206873,Business,23433,2276,24755,Fixed Deposit,31-12-2022
305989,202559,Current,27099,1026,13114,Mutual Fund,03-05-2024
305990,206953,Business,92325,2722,31705,Fixed Deposit,08-01-2024
305991,200989,Business,76319,1553,4033,Fixed Deposit,11-02-2023
305992,202631,Savings,2152,3834,6033,Mutual Fund,01-01-2024
305993,205344,Current,36256,4478,8192,Recurring Deposit,13-03-2025
305994,202697,Business,36949,3215,35792,Recurring Deposit,20-10-2023
305995,203183,Business,92989,2321,19685,Fixed Deposit,09-10-2023
305996,200739,Current,74859,3532,7012,Fixed Deposit,03-12-2023
305997,207912,Business,6194,3443,19863,Mutual Fund,29-05-2023
305998,200502,Current,63667,4158,48868,Fixed Deposit,19-02-2024
305999,205681,Business,36751,4387,43808,Recurring Deposit,25-12-2022
306000,203819,Savings,7182,4464,31615,Recurring Deposit,24-08-2024
306001,205831,Business,24842,533,20687,Fixed Deposit,10-10-2022
306002,206852,Business,84425,2275,46554,Fixed Deposit,31-08-2024
306003,207680,Business,38201,1563,21599,Mutual Fund,18-02-2025
306004,206594,Current,89457,283,5769,Mutual Fund,11-03-2023
306005,208474,Current,71651,235,39577,Fixed Deposit,23-08-2022
306006,208380,Savings,11290,4880,36795,Mutual Fund,14-05-2023
306007,204220,Savings,12125,453,45758,Recurring Deposit,22-03-2023
306008,203759,Savings,65206,3033,20507,Recurring Deposit,30-07-2024
306009,201814,Savings,7458,4216,37433,Mutual Fund,21-01-2024
306010,200939,Savings,32856,4848,39461,Recurring Deposit,02-11-2023
306011,205031,Current,76890,4630,37212,Recurring Deposit,19-01-2023
306012,207050,Savings,15082,1127,12447,Recurring Deposit,02-11-2022
306013,206794,Business,16180,2079,43492,Recurring Deposit,08-11-2022
306014,203939,Savings,45782,3879,46357,Mutual Fund,24-03-2024
306015,202661,Savings,32760,3832,20494,Recurring Deposit,05-04-2022
306016,201979,Savings,81892,1029,28174,Fixed Deposit,20-12-2022
306017,203382,Savings,69416,2252,4000,Mutual Fund,04-01-2024
306018,208599,Current,57525,3512,6915,Mutual Fund,05-05-2024
306019,209533,Savings,70888,231,16012,Recurring Deposit,15-10-2022
306020,208999,Current,65599,2467,9179,Fixed Deposit,24-11-2024
306021,208464,Savings,65885,947,14145,Recurring Deposit,01-06-2024
306022,202914,Current,58211,3595,20674,Recurring Deposit,27-06-2024
306023,201035,Savings,95730,4714,16851,Mutual Fund,24-07-2023
306024,205262,Business,24106,2017,13478,Recurring Deposit,14-04-2024
306025,201190,Current,63668,2832,16608,Fixed Deposit,30-06-2023
306026,200268,Current,18206,3979,37730,Mutual Fund,14-04-2023
